Total routing cost               Time(s)
              1526                 0.001
              1123                 0.009
              1116                 0.019
              1111                 0.029
              1081                 0.042
              1011                 0.095
              1006                 0.835
              1006                 1.975 (FITNESS_EVALUATION::HEURISTIC)
              1006                 1.976 (FITNESS_EVALUATION::EXACT)

Total runtime:                 1.979 secs
