Total routing cost               Time(s)
              1582                 0.001
              1236                 0.021
              1132                 0.076
              1119                 0.134
              1097                 0.381
              1085                 0.562
              1065                 0.686
              1052                 0.898
              1051                 1.090
              1043                 1.328
              1026                 1.375
              1021                 1.564
              1019                 1.935
              1007                 3.193
              1006                 5.577
              1006                 9.131 (FITNESS_EVALUATION::HEURISTIC)
              1006                 9.132 (FITNESS_EVALUATION::EXACT)

Total runtime:                 9.136 secs
