Total routing cost               Time(s)
              1863                 0.001
              1278                 0.039
              1227                 0.104
              1215                 0.131
              1196                 0.426
              1193                 0.615
              1179                 0.985
              1170                 1.256
              1167                 1.608
              1165                 2.984
              1158                 4.368
              1150                 8.567
              1149                11.985
              1143                13.053
              1133                15.552
              1133                20.698 (FITNESS_EVALUATION::HEURISTIC)
              1133                20.700 (FITNESS_EVALUATION::EXACT)

Total runtime:                20.703 secs
