Total routing cost               Time(s)
              1538                 0.001
              1171                 0.019
              1147                 0.061
              1132                 0.073
              1095                 0.097
              1092                 0.231
              1090                 0.426
              1087                 0.798
              1085                 0.868
              1084                 2.193
              1063                 3.722
              1062                 3.836
              1058                 3.898
              1056                 4.234
              1051                 4.777
              1051                 6.755 (FITNESS_EVALUATION::HEURISTIC)
              1051                 6.756 (FITNESS_EVALUATION::EXACT)

Total runtime:                 6.760 secs
