Total routing cost               Time(s)
              1775                 0.001
              1203                 0.021
              1189                 0.042
              1186                 0.089
              1182                 0.358
              1030                 0.544
              1019                 0.585
              1019                 4.148 (FITNESS_EVALUATION::HEURISTIC)
              1019                 4.149 (FITNESS_EVALUATION::EXACT)

Total runtime:                 4.151 secs
