Total routing cost               Time(s)
              1751                 0.001
              1332                 0.051
              1291                 0.129
              1264                 0.157
              1262                 0.186
              1254                 0.209
              1212                 0.337
              1205                 0.516
              1195                 0.543
              1188                 0.615
              1180                 0.700
              1179                 0.800
              1173                 0.821
              1164                 0.877
              1151                 1.131
              1120                 1.297
              1109                 1.463
              1108                 1.940
              1105                 2.054
              1105                 6.855 (FITNESS_EVALUATION::HEURISTIC)
              1105                 6.857 (FITNESS_EVALUATION::EXACT)

Total runtime:                 6.859 secs
