Total routing cost               Time(s)
              1795                 0.001
              1167                 0.040
              1165                 0.066
              1164                 0.083
              1156                 0.112
              1138                 0.159
              1091                 0.323
              1081                 0.505
              1073                 0.646
              1066                 1.011
              1058                 1.763
              1028                 2.476
              1024                 2.875
               997                 2.910
               988                 3.096
               965                 3.154
               962                 3.176
               960                 4.074
               960                 8.253 (FITNESS_EVALUATION::HEURISTIC)
               960                 8.254 (FITNESS_EVALUATION::EXACT)

Total runtime:                 8.256 secs
