Total routing cost               Time(s)
              2190                 0.001
              1485                 0.026
              1472                 0.103
              1425                 0.166
              1384                 0.181
              1374                 0.296
              1362                 0.347
              1350                 0.368
              1345                 0.435
              1342                 0.502
              1341                 2.111
              1341                 4.024 (FITNESS_EVALUATION::HEURISTIC)
              1341                 4.025 (FITNESS_EVALUATION::EXACT)

Total runtime:                 4.027 secs
