Total routing cost               Time(s)
              1469                 0.001
              1087                 0.059
              1085                 0.130
              1074                 0.167
              1064                 0.210
              1049                 0.263
              1045                 0.728
              1037                 0.766
              1009                 1.446
              1007                 2.194
              1007                 5.713 (FITNESS_EVALUATION::HEURISTIC)
              1007                 5.715 (FITNESS_EVALUATION::EXACT)

Total runtime:                 5.718 secs
