Total routing cost               Time(s)
              1801                 0.001
              1257                 0.056
              1237                 0.088
              1182                 0.173
              1167                 0.248
              1150                 0.492
              1143                 1.171
              1135                 1.504
              1121                 1.880
              1116                 2.069
              1110                 2.424
              1109                 3.026
              1108                 3.267
              1106                 3.729
              1104                 4.541
              1103                 8.844
              1102                 9.508
              1096                10.659
              1096                18.085 (FITNESS_EVALUATION::HEURISTIC)
              1096                18.090 (FITNESS_EVALUATION::EXACT)

Total runtime:                18.092 secs
