Total routing cost               Time(s)
              1899                 0.005
              1278                 0.059
              1264                 0.405
              1236                 0.444
              1225                 0.467
              1218                 0.509
              1180                 0.586
              1151                 0.749
              1150                 0.992
              1149                 1.024
              1139                 1.184
              1136                 1.216
              1128                 2.925
              1128                 7.831 (FITNESS_EVALUATION::HEURISTIC)
              1128                 7.832 (FITNESS_EVALUATION::EXACT)

Total runtime:                 7.839 secs
