Total routing cost               Time(s)
              1733                 0.001
              1217                 0.048
              1137                 0.139
              1117                 0.291
              1106                 0.521
              1081                 0.765
              1079                 2.961
              1079                12.351 (FITNESS_EVALUATION::HEURISTIC)
              1079                12.356 (FITNESS_EVALUATION::EXACT)

Total runtime:                12.358 secs
