Total routing cost               Time(s)
              1844                 0.001
              1237                 0.058
              1229                 0.123
              1213                 0.287
              1209                 0.315
              1203                 0.426
              1196                 0.744
              1192                 0.859
              1159                 1.604
              1145                 1.666
              1142                 2.268
              1135                 2.907
              1134                 2.949
              1132                 4.319
              1105                 4.998
              1103                 9.038
              1103                15.177 (FITNESS_EVALUATION::HEURISTIC)
              1103                15.178 (FITNESS_EVALUATION::EXACT)

Total runtime:                15.181 secs
