Total routing cost               Time(s)
              1879                 0.001
              1235                 0.023
              1231                 0.050
              1224                 0.125
              1188                 0.146
              1139                 0.209
              1081                 0.343
              1076                 0.428
              1072                 1.260
              1070                 1.316
              1065                 1.882
              1061                 2.227
              1047                 2.447
              1018                 2.575
              1017                 2.684
              1017                 6.081 (FITNESS_EVALUATION::HEURISTIC)
              1017                 6.083 (FITNESS_EVALUATION::EXACT)

Total runtime:                 6.086 secs
